sentiment,headline
0,finnish vaahto group that provides papermaking technology and process machinery is starting negotiations concerning the temporary layoffs of all 140 employees at the company's plants in hollola and tampere  in finland .
0,he said he has been losing five families a month to the economy as many make alternative arrangements to save money .
0,in addition  the production at the varpaisj_ rvi factory will be stopped at the beginning of april 2009 .
0,in addition the production personnel of the sport division have been given a temporary layoff warning .
0,in sweden  there is an oversupply of pharmacies .
0,incap furniture is presently negotiating staff cuts .
0,initially  the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .
0,it is a disappointment to see the plan folded .
0,it is the most awkward thing to use if you 're holding the phone with one hand .
0,jul. 18  police are looking for a man who they say terrorized three males at gunpoint on east maple avenue this afternoon  shooting one of them and kidnapping another .
0,korhonen was dismissed from her post of editor in chief of the group's newspaper lapin kansa in december 2008 .
0,last year  upm cut production  closed mills in finland and slashed 700 jobs .
0,adp news   jan 27  2009  finnish industrial machinery company vaahto group ltd oyj  hel  wat1s  said today that its subsidiary vaahto ltd would cut 15 jobs in finland .
0,adpnews   dec 1  2009  finnish cutlery and hand tools maker fiskars oyj abp  hel  fisas  said today that it will make redundant a total of 18 office and management staff members of its subsidiary iittala group ltd. .
0,more than 14000 customers were left powerless .
0,scanfil will execute the temporary layoffs by midoctober 2009 and the job cuts by march 2010 .
0,the company plans to close two of the three lines at the plant  where some 450 jobs are under threat .
0,the largest restructuring is planned for italy  where negotiations on about 40 job cuts are to be initiated today  the company noted .
0,the measures result from weak demand in the shipbuilding industry .
0,the production is to be liquidated before june 2009 and 325 employees loose their jobs .
0,the prosecutor is also demanding outokumpu pay a fine of eur 800000 at most .
0,the pulp production in finnish kemijærvi will also be liquidated and about 1100 employees loose their jobs .
0,they are also upset that some of the machinery and work is taken over to poland .
0,they will cover all forest industry's units and employees in finland and concern temporary and permanent layoffs .
0,this is bad news for the barbeque season .
0,tornio works employs 2300 of whom more than 1800 have been in the scope of the fixedperiod or parttime temporary layoffs in apriloctober period .
0,when the web user clicks on the link contained in the mail  he finds himself on a bogus site that imitates that of his bank  and which retrieves his personal banking data .
0,viking line has canceled some services .
1,neste oil has responded to the challenge posed by the european union's target of biofuels accounting for 5.8  of traffic fuel usage in the eu by 2010 by developing its nexbtl technology for producing diesel fuel from renewables  '' the federation said .
0,there's the issue of thieves stealing them from building sites  '' said mr smith .
0,30 november 2009  finnish office furniture maker martela oyj hel  maras said today that it will make redundant three people and other nine will be laid off permanently from the company's office staff and factory workers .
0,after chuck smith was laid off on may 30 from his  90000 housing consultant job  he and his wife had to cut spending in half for their family of six  having to rely on his wife's income  about the same as his  alone .
0,belarus oao lidskoe pivo brewery  based in the grodno region  reported a 1.1  decrease in output to 1.045 million decaliters in januarymarch 2010  a representative in the administration of the company told .
0,however  the suspect stole his burgundy nissan altima .
0,in a media advisory  the ntsb said that after subsequent testing   the train detection system intermittently failed . ''
0,in finland  snow storms brought trees down on power lines  cutting off electricity for some 2000 households .
0,layoffs will also take place at the suomussalmi and kuhmo plants this autumn as a result of codetermination negotiations held there .
0,metso estimates the need for personnel reductions to amount to 25 people .
0,most of the layoffs will be in finland .
0,most of the permanent layoffs will be in the plywood and sawn timber sectors of the finnish company's operations at several domestic mills  where earlier this year it temporarily laid off some 1200 workers to save costs .
0,paper companies were in negative territories  with stora enso r shedding 1.62 pct to 12.73 eur  upmkymmene down 0.80 pct at 18.64 eur and mreal b 0.18 pct lower at 5.57 eur .
0,the current reference grade instruments are challenging to operate due to their high price and complexity for routine use .
0,the dollar fell  though  against the pound and the yen .
0,the number of salaried employees and group administration employees to be dismissed from the sievi units is 17 .
0,the total number of filling stations has been on the decrease recently .
0,we have also cut our price projections for paper and packaging  '' an analyst with goldman sachs said on a note on monday .
0,finnish industrial group ruukki group has brought counter action against finnish metal company rautaruukki in the dispute concerning the names of the companies .
0,border guard service has banned the mooring of the company carshipping ferry on its test travel at the railroadcar terminal of the russian port as the border checkpoint is not yet ready .
0,those uncertainties cloud the longterm outlook . ''
0,20 october 2010  finnish environmental management company lassila  tikanoja oyj hel  lat1v  or lt  said monday it expects its operating profit  excluding nonrecurring items  for the whole 2010 to be slightly lower than in 2009 .
0,according to finnish petrol station chain st1's managing director kim wiio  the company was forced to make purchases with rising prices in the first half of 2008  and now consumer prices are going down almost daily due to competition .
0,according to the latvian business register  uponor latvia closed in red with lvl 99000 eur 139538.17 usd 194556.48 on turnover of lvl 2.346 mn for 2009 .
0,dolce  gabbana has asked the european union to declare marimekko corporation's  unikko '' floral pattern trademark invalid  in a continuing dispute between the two companies .
0,finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million us 3 million .
0,food sales totalled eur 323.5 mn in october 2009  representing a decrease of 5.5  from october 2008 .
0,adp news  may 29  2009  bank of america bofa downgraded today its ratings on swedishfinnish paper maker stora enso oyj hel  sterv and on finnish sector player upmkymmene oyj hel  upm1v to  underperf
0,operating profit excluding nonrecurring items totaled eur 5.4 mn compared to eur 5.5 mn in the corresponding period in 2007 .
0,raute reported a loss per share of eur0 .86 for the first half of 2009  against eps of eur0 .74 in the corresponding period of 2008 .
0,the air traffic of finland has been in stoppage since then .
0,the hack had been extra nefarious because the tweets activated without being clicked on  it was enough for web surfers to move their mouse cursors over them .
0,the move was triggered by weak demand for forestry equipment and the uncertain market situation .
0,the situation of coated magazine printing paper will continue to be weak .
0,a high court in finland has fined seven local asphalt companies more than   lion   117 million  for operating a cartel .
0,the estonian electronic components factory  elcoteq  is running out of material because of the closure of air traffic .
0,all the ferries had run into trouble just outside the stockholm archipelago  made up of more than 20000 islands .
0,and u.s. energy executives say high steel prices are threatening energy exploration .
0,as capacity was cut with 1.4   the passenger load factor was down 7.8 percentage points .
0,at present  the trade mark pitprodukt is littleknown outside the northwest of russia .
0,copper  lead and nickel also dropped ... hbos  hbos  plummeted 20  to 70.3 pence after saying this yearˆ
0,divisional sales demand in the half remained  inconsistent ''  it added .
0,during the strike  finnair estimates to incur a net loss of between eur2m and eur2 .5 m per day .
0,earnings per share  eps  dropped to eur 0.21 from eur 0.31 .
0,emsa deputy chairman of the board juri lember told bns on wednesday that this was the first time he heard about the strike as the swedish side had not informed the estonian union yet .
0,finnair's passenger load factor  which measures the number of sold seats as a share of all available seats  dropped by 1.3 percentage points to 76.7  in september .
0,frost sold shares for  19 million at  6.067 .12 per share  compared with friday's high of  11.33 and low of  10.14 .
0,fullyear operating result for 2008 was 3.6 million negative .
0,glaston's net profit for the third quarter of 2007 dropped to 2.4 mln euro   3.5 mln  from 3.5 mln euro   5.1 mln  for the corresponding period of 2006 .
0,in q1 of 2009  the company's result before taxes from continuing operations  excluding nonrecurring items  totalled eur 0.4 mn  compared to eur 0.1 mn in the corresponding period in 2008 .
0,kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on jan. 21 and the saltonstall state office building on jan. 23 .
0,lt's net profit for the whole 2010 dropped to eur 36 million from eur 45 million for 2009 .
0,lassila  tikanoja's operating profit excluding nonrecurring and imputed items for the second quarter was eur11 .3 m  down from eur13 .8 m a year ago .
0,last year's third quarter result had been burdened by costs stemming from restructuring in the us .
0,many of the commercial vessels had got stuck in the narrow bay of bothnia  where the ice is thicker  and around the aaland islands .
0,net cash flow from operating activities was a negative eur 3.1 mn  compared to eur 23.3 mn in the corresponding period in 2009 .
0,net cash from operating activities was a negative eur 0.3 mn  compared to eur 30.9 mn in 2009 .
0,net sales dropped by 6  yearonyear to eur 11.9 million .
0,net sales have been eaten by the weak us dollar .
0,nordic banks have already had to write off sizable loans in latvia  with swedbank  nordea  dnb nor and seb reporting combined losses in excess of  1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in latvia .
0,okmetic expects its net sales for the first half of 2009 to be less than in 2008 .
0,on top of that  the us commerce department published worsethanexpected construction spending figures for november .
0,operating profit  excluding nonrecurring items  totaled eur 0.2 mn  down from eur 0.8 mn in the corresponding period in 2006 .
0,operating profit  excluding nonrecurring items  totalled eur 1.0 mn  down from eur 1.6 mn .
0,operating profit  excluding nonrecurring items  totalled eur 2.2 mn  down from eur 2.7 mn in the corresponding period in 2008 .
0,operating profit excluding nonrecurring items amounted to eur 40.6 mn  down from eur 57.3 mn yearonyear .
0,operating profit excluding nonrecurring items was eur 7.8 million compared to eur 11.2 million .
0,relations with the city have been further damaged by comments from mr ashley criticising city investors and analysts as  cry babies '' .
0,reported operating margin was a negative 5.9  .
0,stora chief executive jouko karvinen has described the russian tariff hikes as a threat to the future of the forest products industry in finland .
0,swedbank's shares have been hardest hit of the swedish banks by the ongoing international financial crisis .
0,the acquisition of _landsbanken sverige in 2009 burdened the performance with eur 3.0 mn .
0,the currency effect had a 3.0 pct  or 20 mln euro   31.3 mln   negative impact on the revenue .
0,the finnish company previously said its operating result will be lower than the breakeven posted a year earlier .
0,the maritime administration said the ships had ignored warnings about the icy conditions .
0,the offer  deemed too low by finnlines ' board  stands until 4 pm tomorrow .
0,the period's sales dropped to eur 30.6 million from eur 38.3 million  according to the interim report  released today .
0,the recent troubles simply make neteller cheaper .
0,the union filed a grievance over the company's overtime assignment policies .
0,therefore  the company's 2005 result will remain weaker than that of 2004 .
0,vaisala's net profit for the third quarter of 2007 dropped to 3.0 mln euro   4.3 mln  from 6.8 mln euro   9.8 mln  for the same period of 2006 .
0,the considerably weaker u.s. dollar and british pound had an impact on sales and average prices in euros  '' upm said .
0,the implementation of these programs has had  and will have  negative impacts on 2006 and 2007 earnings  '' mr meiklejohn said .
0,we can say that the number of deals has become normalized by the moment  and therefore we have decided to devalue our apartments now on sale  '' he added .
0,we cut our frequency to new york last year  which explains the fall  '' he said .
0,we see that the market continues to be tight in magazine papers  and our target is to close the deals by the end of the year . ''
0,a survey conducted by taloustutkimus for sampo life shows that companies are badly prepared to losing key staff members .
0,agricultural newspaper maaseudun tulevaisuus had 318000 readers  representing a decrease of 6  .
0,at 1411 cet  arcelormittal had lost 7.26  to eur 17.38 on euronext paris  coming at the lead of the bluechip fallers .
0,cash flow from operations in januarydecember 2008 was a negative eur 18.1 mn compared to eur 39.0 mn in the corresponding period in 2007 .
0,eps dropped to eur0 .2 from eur0 .3 .
0,kiosk and cinema operations have suffered  in particular .
0,kone shares dropped 4.1 percent to  x20ac 43 us 55.77 in helsinki .
0,ramirent made 18 million kroons eur 1.15 mln loss last year  the year before the company was 7.3 million kroons in the black .
0,return on capital employed roce was a negative 2.3  compared to 11.3  in 2007 .
0,stora enso's target has been cut to eur 4.85 from eur 5.55 and holmen's target  to sek 135 from sek 150 .
0,the dismissed staff members will now take the matter to court unless it can be settled outside .
0,the eu commission said earlier it had fined thyssenkrupp  united technologies corp's otis  schindler ag and kone oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .
0,the one dark spot on the horizon  however  was the company's performance in the finnish bottled water market .
0,the period's sales dropped to eur30 .6 m from eur38 .3 m  according to the interim report  released today .
0,yit lodged counter claims against neste oil totaling some eur25m  primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .
1,the stable outlook reflects nokia's strong market position in the global mobile handset market  strong cash flow generation  and very conservative balance sheet  ' said raab .
1,these financing arrangements will enable the company to ensure  in line with its treasury policy  that it has sufficient financial instruments at its disposal for its potential capital requirements .
1,according to karhinen  oppohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .
1,based upon its unique fiber expertise and innovative approach  the company has a strong market position in several business areas in which it operates .
1,efficiency improvement measures 20 january 2010  finnish stationery and gift retailer tiimari hel  tii1v said today that it will continue to improve its operational efficiency  by focusing on its profitable core operations .
1,efore's results for the last quarter showed an even faster improvement as the company managed to better source its components .
1,technical indicators for the stock are bullish and sp gives nok a positive 4 stars out of 5 buy ranking .
1,the broker highlights cargotec as its preferred stock in the sector  as it is a pure play on global cargo and container handling  and it expects it to play an active role in further consolidating the industry .
1,the restructuring creates a more efficient organization with increased operational focus and stable profitability  and leads to more efficient production  said bo annvik  head of specialty stainless .
1,we 're delighted with the move '' says morna cowie  coowner  above   it's double the size of our current shop and has a lovely feel to it . ''
1,elcoteq has a proven track record in electronics manufacturing services  ems  and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .
1,the main strength of the cooperation project lies in merging the knowhow of two large companies .
1,the dutch broker noted that nokian tyres reported a good first quarter in 2006  above or in line with consensus .
1,the nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4  handling 1.5 and braking on wet road with 1.9 .
1,the respondents praised finnair's reliability  finnishness  and understanding of its target group .
1,the longstanding partnership and commitment enable both parties to develop their respective operations  and esl shipping will also have the opportunity to update its fleet and improve its efficiency .
1,thanks to his wide contact network and good knowledge of market and business environment  he will give a great contribution to the further development of our indian operations ''  tells incap's president  ceo juhani hanninen .
1,tieto was looking for an energy solution which would best support the idea of sustainable development  and we were happy to be able to provide such a solution  saysjouni haikarainen  vice president  fortum .
1,i use natural fibers to make the clothes more comfortable  to allow your skin to breathe and to be ecofriendly .
1,we love activision's fresh  colorful approach to rapala  we fish  '' said kelly brockpahler  rapala .
1,at the same time i am delighted by the fact that we were able to accomplish the organization with our own team members .
1,we are very proud to be able to use this kind of innovative mobile service for voting in elections .
1,tim cockroft brings with him an excellent track record having more than 18 years experience  moreover  tim has successfully developed the capital markets operations at kaupthing singer  friedlander involving corporate finance and broking with a focus on midmarket companies .
1,after a long  unprofitable period the food division posted a profitable result  which speaks of a healthier cost structure and a new approach in business operations  '' rihko said .
1,while concerns remain longer term  size and scale may enable nokia to hold on to its newfound margin improvements in the near term  '' the analyst wrote .
1,continuing operations turned an operating loss of eur 0.1 mn  a slight improvement from a loss of eur 0.2 mn a year earlier .
1,earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .
1,wærtsilæ's solution has been selected for its low fuel consumption  environmentally sound technology  and global service support .
1,dirk jones  head of financial institutions client sales management  gts  citigroup  inc  said   citi is extremely pleased to be providing global custody services to pohjola group bank .
1,the company said it estimates to make a slight profit thanks to costcutting measures .
1,the previously concluded adaptation measures  concerning other staff  were adequate for the time being  and the planning operations continue as before at the plant  the company said .
1,the previously concluded adaptation measures concerning the other personnel are adequate for the time being  raute said .
1,after fixing our homebase  cutting costs and closing the nonprofitable units  we are now looking at going forward  ' she said .
1,29 september  2010 finnish waste management and recycling company lassila  tikanoja expands its operations in russia by introducing its recently completed recycling plant in the city of dubna near moscow .
1,rory fitzgerald  general manager  operations  bristol port  said   with the use of low maintenance technology we can save up to 30 per cent on servicing  plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''
1,the court found telecominvest's arguments convincing .
1,dubai nokia has announced the launch of  comes with music ''  its groundbreaking service which introduces a new way for people to enjoy music .
0,rapala vmc corporation stock exchange release october 10  2008 at 11.45 am kaupthing bank oyj   kapthing ''  has informed rapala vmc corporation   rapala ''  that it has interrupted the liquidity providing for rapala's share for the time being .
1,1 block lamp harri koskinen's light was introduced in 1996 and has been a bestseller ever since .
0,however  this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .
0,the first ship has been delayed and is estimated to be completed in spring 2010 .
0,tallink silja attributes the significant drop to problems with the booking system that was taken into operation in october  the sale of trailer ferry  sky wind ' and the route between stockholm and riga  which has won passengers from the helsinkistockholm route .
0,finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .
0,adjustment to the fall in price level  in contrast  has been less effective .
0,17 march 2011  goldman sachs estimates that there are negative prospects for the norwegian mobile operations of norway's telenor asa osl  tel and sweden's teliasonera ab sto  tlsn in the short term .
1,to ensure low operational cost for radio networks  the bts modules can be configured  software upgraded and diagnosed remotely .
0,based on the first quarter result  existing order backlog and new order prospects  the company expects that fullyear sales will contract by 25  from 2008  the gross margin will stay at a healthy level  and the operating profit margin will be lower than in 2008 due to lower sales volume .
1,key shareholders of finnish it services provider tietoenator oyj on friday rejected a hostile eur1 .08 billion  1.67 billion offer from buyout shop nordic capital  giving new life to a possible counter offer from blackstone group lp and norwegian telecom telenor asa .
0,stores 16 march 2010  finnish stationery and gift retailer tiimari hel  tii1v said yesterday that it will cut a total of 28 jobs in its units tiimari retail ltd and gallerix finland ltd as a result of the closure of shops .
1,as a result  the russia's import restrictions on finnish dairy companies will be canceled on 6 august 2010 .
0,only the driver was left in the car with the suspect  who was kidnapped and forced at gunpoint to drive to durham .
0,the administrators have indicated a need for 900 job cuts at the irish insurer over the next 15 months .
0,the total need for staff cuts corresponds to about 300 manyears .
0,according to scanfil  demand for telecommunications network products has fluctuated significantly in the third quarter of 2006  and the situation is expected to remain unstable for the rest of the year .
0,finnair believes the strike will cause it daily net losses in excess of eur 2mn due to canceled reservations and passenger rerouting .
0,helsinki thomson financial  shares closed little changed  with cargotec and huhtamaki dropping sharply on disappointing secondquarter reports .
0,the airline estimated that the cancellation of its flights due to the closure of european airspace  and the process of recommencing traffic  have caused a the company a loss of eur20m  including the costs of stranded passengers ' accommodation .
0,the announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for texas instrument chips which use qualcommpatented technology .
0,in finland  oppohjola's staff union is boycotting the group's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .
0,ruukki group calculates that it has lost eur 4mn in the failed project .
0,samsung currently occupies third place and lost ground during the quarter  dropping by 1.8  to an 11.1  share overall .
0,the baltimore police and fire pension  which has about  1.5 billion  lost about  3.5 million in madoff ponzi scheme .
0,vanhanen said the strike would be  extremely damaging '' as some 1300 participants and reporters begin to arrive in finland for the oneday eu summit with russian president vladimir putin in lahti  about 100 kilometers  60 miles  north of helsinki .
0,small firms are suffering at the moment because they are likely to have money trouble  '' he added .
0,altogether finnair has canceled over 500 flights because of the strike .
0,operating result  excluding oneoff items  totaled eur 9.1 mn compared to eur 10.6 mn in continuing operations  excluding oneoff items in 2004 .
0,dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit  which saw ebit drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .
0,making matters more difficult  the company said it has been grappling with higher oil and gas prices  which have pushed up the cost of energy  raw materials and transportation .
1,beyond the improved voice capabilities  customers now have a streamlined way to comply with recalls and other traceability requirements  providing them with a competitive advantage .
1,finnair was able to operate most of its leisure flights despite the strike .
0,small investors have voiced fears that the shares will end up with risk investors .
0,the result will also be burdened by increased fixed costs associated with operations in china  and restructuring costs in japan .
1,as part of the transaction  mreal and sappi have also signed a longterm agreement on the supply of pulp and bctmp and other smaller services and supplies .
0,operating profit for the 12month period decreased from eur2 .9 m while turnover increased from eur24 .5 m  as compared to the financial year 2004 .
0,operating profit for the 12month period decreased from eur28 .2 m while net turnover increased from eur313 .42 m  as compared to the financial year 2004 .
0,operating profit for the 12month period decreased from eur5 .4 m while net sales increased from eur62 .0 m  as compared to the financial year 2004 .
0,operating profit for the sixmonth period decreased from eur21m  while net sales increased from eur436 .9 m  as compared to the corresponding period in 2007 .
0,operating profit for the threemonth period decreased from eur1 .65 m while net sales increased from eur14 .6 m  as compared to the corresponding period in 2005 .
0,in the first half of 2008  the bank's operating profit fell to eur 11.8 mn from eur 18.9 mn  while net interest income increased to eur 20.9 mn from eur 18.8 mn in the first half of 2007 .
0,operating profit for the 12month period decreased from eur157 .5 m  while net sales increased from eur634 .3 m  as compared to 2007 .
0,operating profit for the 12month period decreased from eur17 .9 m while net sales increased from eur58 .3 m  as compared to 2007 .
0,operating profit for the ninemonth period decreased from eur19 .9 m while net sales increased from eur155 .7 m  as compared to the corresponding period in 2007 .
0,comparable operating profit for the quarter decreased from eur510m while sales increased from eur860m  as compared to the third quarter 2007 .
0,earlier today  geberit's finnish rival uponor oyj cut its fullyear sales growth forecast to 6 pct from 10 pct  blaming tough conditions in germany and the us  as well as currency factors .
1,in the fourth quarter of 2009  atria's net loss shrank to eur 1.2 million from eur 5.9 million and net sales contracted to eur 340.4 million from eur 361.1 million .
0,operating loss totalled eur 0.3 mn  down from a profit of eur 5.1 mn in the first half of 2009 .
0,operating loss totalled eur 0.9 mn  down from a profit of eur 2.7 mn .
0,pretax loss totaled eur 1.2 mn  down from a profit of eur 2.1 mn in 2004 .
0,the group's operating loss was eur 0.8 mn  down from a profit of eur 2.5 mn in 2004 .
0,the finnish national carrier said net loss in april through june was euro26 million  down from a net profit of euro13 million a year earlier .
0,it generated an operating loss of eur 96.3 mn  down from a profit of eur 43.9 mn .
0,upm said the move will lower net profit by  x20ac 385 million us 520 million in the second quarter  mainly due to impairment charges .
1,the two companies will also partner in further developing raiso's cholesterol lowering brand  benecol .
0,since the association's data do not cover sales figures from about 100 small local breweries and sales of imported beer products  the actual market shares of its members are smaller than those given in the report .
0,at 1.33 pm  the omx helsinki 25 was 0.30 pct lower at 2463.67 and the omx helsinki was down 0.37 pct at 8537.42 on volume of 256 mln eur .
0,at 12.01 pm  the omx helsinki 25 was down 0.66 pct to 3143.57 and the omx helsinki was 0.67 pct lower at 10530.74 on 253 mln eur turnover .
0,helsinki  afx   kci konecranes said that franklin resources inc's share of voting rights in the finnish cranes company fell last week to 4.65 pct from more than 9 pct in october 2005 .
0,in januaryaugust 2009  imports by sea in container  lorry  and trailer units fell by 27.7  and exports by 28.6  from the corresponding period in 2008 .
0,the airline's share price closed down slightly at   x20ac  12.51   15us .74  in helsinki .
0,the omx helsinki 25 ended 0.47 pct lower at 3150.55 and the omx helsinki was down 0.21 pct at 10736.42 on 1.523 bln eur turnover .
0,when this information was released on 5 september 2008  nokia's american depositary shares fell by 8  .
0,finnish construction company yit is reducing the number of startups of marketfinanced residential units in 2007 to about 2300 from the previously announced 2700 .
0,at 10.33 am  huhtamaki was the market's biggest faller  8.69 pct lower at 11.35 eur  while the omx helsinki 25 was 0.32 pct higher at 3332.41  and the omx helsinki was up 0.47 pct at 11687.32 .
0,at 12.59 pm  the omx helsinki 25 index was 0.32 pct lower at 2694.81 .
0,at the close  the omx helsinki 25 was 0.01 pct lower at 3067.64 points and the omx helsinki was down 0.05 pct at 10321.46 points on over 1.343 bln eur of turnover .
0,capacity will ease at its seikku sawmill in pori and alholma sawmill in pietarsaari and result in 60 people being laid off for around six weeks starting midmay  it said .
0,the company confirmed its estimate for lower revenue for the whole 2009 than the yearago eur 93.9 million usd 137.3 m as given in the interim report on august 5 .
0,the company expects its net sales for the whole 2009 to remain below the 2008 level .
0,the measures result from decreased demand in technical design and product information .
0,the omx nordic 40 omxn40 index  comprising the 40 most traded nordic stocks on the nasdaq omx exchange  closed down 0.87  at 1064.14 points on thursday .
0,the repurchases shall decrease the distributable capital and reserves .
0,net sales for the period are expected to fall well below that of last year and the result after nonrecurring items is expected to be in the red .
0,in finland  the bank of _land reports its operating profit fell to eur 6.1 mn in the second quarter of 2008 from eur 7.5 mn in the second quarter of 2007 .
0,budapest  august 10 mti  finnish electronics maker elcoteq will lay off 700 workers at its plants in pecs s hungary at the end of september because of falling orders  communications director for elcoteq's local unit  zoltan krippl told mti on monday .
0,earnings per share eps in 2005 decreased to eur0 .66 from eur1 .15 in 2004 .
0,finnair's tallinnbased subsidiary  aero as  carried 23335 passengers  a decline of 60.8   on routes between helsinki and the baltic capitals and within southern finland .
0,helsinki afx  kesko corp is expected to report a lower second quarter eps today due to tax charges  but other earnings lines are seen higher yearonyear  analysts said .
0,in q1 of 2009  bank of _land's net interest income weakened by 10  to eur 9.1 mn .
0,adpnews  aug 3  2009  finnish media group ilkkayhtyma oyj hel  ilk2s said today its net profit fell 45  on the year to eur 5.9 million usd 8.4 m in the first half of 2009 .
0,operating profit for 2009 lower than outlook published earlier .
0,operating profit for continuing operations fell to eur 48.3 mn from eur 72.4 mn in the first half of 2007 .
0,revenue for the quarter totaled 27.4 billion  down 2 percent from 28.1 billion in the fourth quarter in 2008 .
0,sampo bank's market share of lending was 13.6   down from 14.4  in the first quarter of 2008 .
0,sanoma news ' advertising sales decreased by 22  during the year .
0,26 october 2010  finnish environmental management company lassila  tikanoja oyj  hel  lat1v   or lt  said today its net profit declined to eur20 .9 m for the first nine months of 2010 from eur27 .6 m for the same period a year earlier .
0,finnish bank of _land reports its operating profit fell to eur 4.9 mn in the third quarter of 2007 from eur 5.6 mn in the third quarter of 2006 .
0,finnish bank of _land reports operating profit of eur 2.2 mn in the first quarter of 2010  down from eur 6.3 mn in the corresponding period in 2009 .
0,finnish electronics contract manufacturer scanfil reports net sales of eur 241.2 mn in 2006  down from eur 321.6 mn in 2005 .
0,finnish electronics contract manufacturer scanfil reports net sales of eur 58.9 mn in the second quarter of 2007  down from eur 62.4 mn a year earlier .
0,finnish exel composites  a technology company that designs  manufactures  and markets composite profiles and tubes for various industrial applications  reports its net sales decreased by 0.6  in the second quarter of 2010 to eur 19.2 mn from eur 19.3 mn in the corresponding period in 2009 .
0,finnish geosentric's net sales decreased to eur 939000 in januarymarch 2009 .
0,finnish kemira's net sales eur decreased to eur 1259.6 mn in januaryjune 2009 from eur 1425.1 mn in januaryjune 2008 .
0,finnish plumbing and heating systems supplier uponor's net sales from continuing operations decreased by 9.4  in 2008 to eur 949.2 mn from eur 1047.4 mn in 2007 .
0,finnish plumbing and heating systems supplier uponor's net sales in continuing business operations decreased to eur 249.1 mn in julyseptember 2008  compared to eur 262.1 mn in the third quarter of 2007 .
0,finnish scanfil  a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of eur 108.7 mn in the first half of 2008  down from eur 111.1 mn a year earlier .
0,finnish scanfil  a systems supplier and contract manufacturer to the communications sector and the electronics industry  reports its net sales totalled eur 94.7 mn in the first half of 2010  down from eur 99.5 mn in the first half of 2009 .
0,finnish scanfil  a systems supplier and contract manufacturer to the communications sector and the electronics industry  reports net sales of eur 49.6 mn in the first quarter of 2009  which are only a per cent smaller than in the corresponding period in 2008 .
0,finnish shipping company finnlines  of the grimaldi group  reports its net sales decreased to eur 241.8 mn in januaryjune 2009 from eur 384.0 mn in the corresponding period in 2008 .
0,cargo traffic fell 1  yearonyear to 8561 tonnes in september 2009 .
0,cash flow after investments amounted to eur45m  down from eur46m .
0,cocacola was the market leader of manufacturers with a market share of 36.9   down 2.2  from the corresponding period in 20042005 .
0,comparable operating profit decreased to eur 13.8 mn from eur 17.1 mn in the corresponding period in 2005 .
0,consolidated operating profit from continuing operations decreased by 62.3  to eur 51.2 mn from eur 135.7 mn in 2007 .
0,consolidated pretax profit decreased by 69.2  to eur 41.0 mn from eur 133.1 mn in 2007 .
0,device volume in the area decreased by 21  to 2.7 mn units .
0,diluted earnings per share  eps  declined to eur 0.78 from eur 1.76 .
0,diluted earnings per share  eps  fell to eur 0.63 from eur 1.71 .
0,down to eur5 .9 m h1 '09 3 august 2009  finnish media group ilkkayhtyma oyj  hel  ilk2s  said today its net profit fell 45  on the year to eur5 .9 m in the first half of 2009 .
0,earnings per share  eps  amounted to eur1 .37  down from eur2 .30 .
0,earnings per share  eps  in 2005 decreased to eur1 .87 from eur1 .89 in 2003 .
0,earnings per share  eps  in the first half of 2007 amounted to eur0 .29  down from eur0 .40 year ago .
0,finnair's total traffic decreased by 8.7  in terms of revenue passenger kilometres .
0,finnish business software group affectogenimap oyj said its net profit halved to 1.2 mln euro   1.5 mln  in the first nine months of 2006 from 2.2 mln euro   2.8 mln  in the same period of 2005 .
0,finnish financial software solutions developer basware oyj said its net profit fell to 884000 euro   1.2 mln  for the first quarter of 2007 from 2.0 mln euro   2.7 mln  a year earlier .
0,finnish glass technology company glaston oyj abp net profit decreased to 2.6 mln euro   3.8 mln  for the first nine months of 2007 from 7.8 mln euro   11.4 mln  for the same period of 2006 .
0,finnish management software solutions provider ixonos oyj net profit decreased to 369000 euro   575000  for the first quarter of 2008 from 669000 euro   1.0 mln  for the same period of 2007 .
0,finnish media company talentum oyj's net profit decreased to 2.5 mln euro   4.0 mln  for the first quarter of 2008 from 3.0 mln euro   4.7 mln  for the same period of 2007 .
